Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DAL SAGRATO DI PIAZZA MADAMA COL MONUMENTO ALL'ALFIERE DELL'ESERCITO SARDO IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,112X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B100.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DAL SAGRATO DI PIAZZA MADAMA COL MONUMENTO ALL'ALFIERE DELL'ESERCITO SARDO IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X175,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B101.jpg
GABINIO MARIO,TORINO - PANORAMA DI PIAZZA CASTELLO VERSO NORD DALLA TORRE LITTORIA CON LA CUPOLA DELLA S.SINDONE E PALAZZO REALE SULLO SFONDO,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X87,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B102.jpg
GABINIO MARIO,TORINO - PALAZZO DELLA SOCIETA' ANONIMA ISOLATO S.VINCENZO - VISTA DALL'ALTO DELLA TORRE LITTORIA CON I NUOVI PALAZZI DI VIA ROMA,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B103.jpg
GABINIO MARIO,TORINO - PALAZZO DELLA SOCIETA' ANONIMA ISOLATO S.VINCENZO - VISTA DALL'ALTO DELLA TORRE LITTORIA CON I NUOVI PALAZZI DI VIA ROMA,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,115X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B104.jpg
GABINIO MARIO,TORINO - PALAZZO DELLA SOCIETA' ANONIMA ISOLATO S.VINCENZO - VISTA DALL'ALTO DELLA TORRE LITTORIA CON I NUOVI PALAZZI DI VIA ROMA IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B105.jpg
GABINIO MARIO,TORINO - PALAZZO DELLA SOCIETA' ANONIMA ISOLATO S.VINCENZO - VISTA DALL'ALTO DELLA TORRE LITTORIA CON I NUOVI PALAZZI DI VIA ROMA IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,237X175,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B106.jpg
GABINIO MARIO,TORINO - PALAZZO NON IDENTIFICATO (TORRE LITTORIA?) PARTICOLARE DI UN PLINTO DI FONDAZIONE CON INCASTRI PILASTRO-TRAVI IN FERRO,1933c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,232X173,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B107.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,"STAMPA ALLA GELATINA BROMURO D'ARGENTO FOTOBEL""""",222X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B108.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,"STAMPA ALLA GELATINA BROMURO D'ARGENTO ILFORD""""",225X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B109.jpg
GABINIO MARIO,"GRATTACIELO"". TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL MONTAGGIO DELLA STRUTTURA IN FERRO. SULLO SFONDO IL CAMPANILE DEL DUOMO - LE CUPOLE DI S.LORENZO E DELLA S.SINDONE E LA FACCIATA DI PALAZZO REALE""",1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,85X112,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B11.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,"STAMPA ALLA GELATINA BROMURO D'ARGENTO TENSI""""",220X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B110.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,"STAMPA ALLA GELATINA BROMURO D'ARGENTO FOTOBEL""""",232X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B111.jpg
GABINIO MARIO,"TORRE LITTORIA (NOTTE)"". TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA""",1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,231X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B112.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B113.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,"STAMPA ALLA GELATINA BROMURO D'ARGENTO GEVAERT""""",231X167,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B114.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA NOTTURNA DA PIAZZA CASTELLO CON LA TORRE ILLUMINATA,1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B116.jpg
GABINIO MARIO,TORINO - PANORAMA VERSO NORD EST DAL TERRAZZO DELLA CASA DI VIA SANTA TERESA 21. (TITOLO DESUNTO DALL'ELENCO LASTRE GABINIO 1939-1940),1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,176X235,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B117.jpg
GABINIO MARIO,TORINO - PANORAMA VERSO NORD EST DAL TERRAZZO DELLA CASA DI VIA SANTA TERESA 21. (TITOLO DESUNTO DALL'ELENCO LASTRE GABINIO 1939-1940),1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,85X108,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B118.jpg
GABINIO MARIO,TORINO - PANORAMA VERSO NORD EST DAL TERRAZZO DELLA CASA DI VIA SANTA TERESA 21. (TITOLO DESUNTO DALL'ELENCO LASTRE GABINIO 1939-1940),1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,169X228,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B119.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL MONTAGGIO DELLA STRUTTURA IN FERRO. SULLO SFONDO IL CAMPANILE DEL DUOMO - LE CUPOLE DI S.LORENZO E DELLA S.SINDONE E LA FACCIATA DI PALAZZO REALE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B12.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL MONTAGGIO DELLA STRUTTURA IN FERRO. SULLO SFONDO IL CAMPANILE DEL DUOMO - LE CUPOLE DI S.LORENZO E DELLA S.SINDONE E LA FACCIATA DI PALAZZO REALE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,112X83,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B13.jpg
GABINIO MARIO,"GRATTACIELO"". TORINO - TORRE LITTORIA - VIA VIOTTI 1 - PARTICOLARE DEL CANTIERE VISTO DA SUD OVEST DURANTE IL MONTAGGIO DELLA STRUTTURA IN FERRO. SULLO SFONDO IL CAMPANILE DEL DUOMO - LE CUPOLE DI S.LORENZO E DELLA S.SINDONE E LA FACCIATA DI PALAZZO REA""",1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B14.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - LA STRUTTURA IN FERRO COMPLETATA VISTA DAL TETTO DI PALAZZO MADAMA - CON VIA PIETRO MICCA VISTA DI SCORCIO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B15.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - LA STRUTTURA IN FERRO COMPLETATA VISTA DAL TETTO DI PALAZZO MADAMA,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B16.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - LA STRUTTURA IN FERRO COMPLETATA VISTA DAL TETTO DI PALAZZO MADAMA - CON LE STATUE DI CORONAMENTO IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,169X229,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B17.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - LA STRUTTURA IN FERRO COMPLETATA VISTA DAL TETTO DI PALAZZO MADAMA - CON I VASI A FESTONI E MASCHERONI IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X228,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B18.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST CON LA STRUTTURA IN FERRO QUASI COMPLETATA,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X171,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B19.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DAL BASSO DELLA STRUTTURA IN FERRO,18/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,116X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B2.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST CON LA STRUTTURA IN FERRO COMPLETATA,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B20.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL GETTO DELLE SOLETTE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,231X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B21.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL GETTO DELLE SOLETTE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,234X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B22.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL GETTO DELLE SOLETTE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,233X168,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B23.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL GETTO DELLE SOLETTE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,232X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B24.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL GETTO DELLE SOLETTE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,234X173,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B25.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL GETTO DELLE SOLETTE,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,228X166,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B26.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' DAL PALAZZO DI VIA VIOTTI 7 IN COSTRUZIONE - COL CANTIERE DELLA TORRE LITTORIA IN PRIMO PIANO - I NUOVI PALAZZI DI VIA ROMA - PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,233X174,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B27.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' DAL PALAZZO DI VIA VIOTTI 7 IN COSTRUZIONE - COL CANTIERE DELLA TORRE LITTORIA IN PRIMO PIANO - I NUOVI PALAZZI DI VIA ROMA - PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,226X166,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B28.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B29.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DAL BASSO DELLA STRUTTURA IN FERRO,18/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,116X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B3.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,173X235,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B30.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL TAMPONAMENTO DELLA STRUTTURA CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,227X167,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B31.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL TAMPONAMENTO DELLA STRUTTURA CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,225X166,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B32.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST DURANTE IL TAMPONAMENTO DELLA STRUTTURA CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,227X168,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B33.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST A CONCLUSIONE DEI LAVORI ESTERNI CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B34.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DEL CANTIERE DA SUD OVEST A CONCLUSIONE DEI LAVORI ESTERNI CON I NUOVI PALAZZI DI VIA ROMA E PALAZZO MADAMA E PALAZZO REALE IN SECONDO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,231X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B35.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA STRUTTURA IN FERRO DA SUD OVEST,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B37.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA STRUTTURA IN FERRO DA SUD OVEST,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,232X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B38.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA STRUTTURA IN FERRO DA EST,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B39.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DAL BASSO DELLA STRUTTURA IN FERRO,18/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B4.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA STRUTTURA IN FERRO DA EST,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X171,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B40.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - PANORAMA DELLA CITTA' VERSO EST DALLA TORRE IN COSTRUZIONE CON LA MOLE ANTONELLIANA IN SECONDO PIANO E LA COLLINA SULLO SFONDO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,175X237,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B41.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,111X82,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B42.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA CLOROBROMURO D'ARGENTO,112X81,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B43.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X87,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B44.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B45.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA SCORCIATA DAL BASSO DA NORD OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,100X84,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B46.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,"STAMPA ALLA GELATINA BROMURO D'ARGENTO GEVAERT""""",230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B47.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA OVEST - PRIMA DELLA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,"STAMPA ALLA GELATINA BROMURO D'ARGENTO CAPPELLI""""",233X171,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B48.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST - DURANTE LA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B49.jpg
GABINIO MARIO,"TORRE LITTORIA"". TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DAL BASSO DELLA STRUTTURA IN FERRO""",18/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B5.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD DURANTE LA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B51.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST DURANTE LA DEMOLIZIONE DELL'EDIFICO D'ANGOLO,1933,"STAMPA ALLA GELATINA BROMURO D'ARGENTO FOTOBEL""""",229X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B52.jpg
GABINIO MARIO,"TORRE LITTORIA"". TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST DURANTE LA DEMOLIZIONE DELL'EDIFICO D'ANGOLO""",1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B53.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST DURANTE LA COSTRUZIONE DELL'EDIFICO D'ANGOLO,1933,"STAMPA ALLA GELATINA CLOROBROMURO D'ARGENTO GEVAERT""""",229X168,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B54.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST DURANTE LA COSTRUZIONE DELL'EDIFICO D'ANGOLO,1933,"STAMPA ALLA GELATINA BROMURO D'ARGENTO ILFORD""""",228X167,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B55.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DA NORD OVEST DURANTE LA COSTRUZIONE DELL'EDIFICO D'ANGOLO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B56.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DI SCORCIO DA NORD OVEST DURANTE LA COSTRUZIONE DELL'EDIFICO D'ANGOLO,1933,"STAMPA ALLA GELATINA BROMURO D'ARGENTO GEVAERT""""",228X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B57.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA STRUTTURA IN FERRO DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,112X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B58.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA STRUTTURA IN FERRO DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,26/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X169,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B59.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD COL CANTIERE DELLA TORRE LITTORIA IN PRIMO PIANO,09/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,88X113,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B6.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA TORRE IN COSTRUZIONE DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B60.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA TORRE IN COSTRUZIONE DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B61.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA TORRE IN COSTRUZIONE DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B62.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA TORRE IN COSTRUZIONE DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,115X87,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B63.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - VISTA DELLA TORRE IN COSTRUZIONE DA SUD EST COI CANTIERI DI COSTRUZIONE DI VIA ROMA IN PRIMO PIANO,1933,"STAMPA ALLA GELATINA BROMURO D'ARGENTO CAPPELLI""""",219X157,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B64.jpg
GABINIO MARIO,TORINO - TORRE LITTORIA - VIA VIOTTI 1 - OPERAI AL LAVORO SULLA STRUTTURA IN FERRO (POSA) CON PANORAMA DELLA CITTA' VERSO SUD,24/07/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,87X115,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/070B65.jpg
